gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier
LOC489911_3,LOC489911,269.0,dfi_top400,True,269.0,-0.2734059356611574,0.7607838956243678,0.0012222195865426,0.0227039559526473,0.5652206210072798,280.0,-0.2582654768639467,0.7723901531706691,0.0049435897054385,0.0879284186972097,0.5731190533301351,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,549.0,4.0,exploratory_rna_evidence
IFI35_3,IFI35,272.0,dfi_top400,True,272.0,-0.2795651070092748,0.7561124979891631,0.0012619029329656,0.0231967450912809,0.595082454315852,182.0,-0.279095009131427,0.7564680284303875,0.0029537270713948,0.0811463481152423,0.5871911729431518,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,454.0,4.0,exploratory_rna_evidence
KIF4A_3,KIF4A,277.0,dfi_top400,True,277.0,0.2706035272487314,1.3107552885962293,0.0013226202777648,0.0238525156152633,0.6028821868964492,212.0,0.2673757173474678,1.3065312405770182,0.0035740655725943,0.0831254648485066,0.5943871431998081,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,489.0,4.0,exploratory_rna_evidence
PID1_3,PID1,280.0,dfi_top400,True,280.0,-0.2520744247418082,0.7771868939825358,0.0013357408744547,0.0238525156152633,0.5860941910563067,227.0,-0.2501193995229368,0.7787078001806101,0.0038167233675764,0.0837291957547359,0.5792756056608299,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,507.0,4.0,exploratory_rna_evidence
CD244_3,CD244,278.0,dfi_top400,True,278.0,-0.2895633031340015,0.7485904032923395,0.0013291360209366,0.0238525156152633,0.5969766750854256,312.0,-0.2696858946355155,0.7636193135934476,0.005959510065033,0.0955049689909138,0.6140961061805389,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,590.0,4.0,exploratory_rna_evidence
JAML_3,JAML,284.0,dfi_top400,True,284.0,-0.2676546377427459,0.7651719970032106,0.0013778328394693,0.0240984228851898,0.6064477789332937,117.0,-0.295384373153595,0.7442454645041993,0.001656126688475,0.0687746935736468,0.6266090989046135,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,401.0,4.0,exploratory_rna_evidence
SYK_3,SYK,283.0,dfi_top400,True,283.0,-0.2518692096461547,0.777346400831372,0.0013744016009829,0.0240984228851898,0.5903283316000594,262.0,-0.2450351831668261,0.7826770007019554,0.0044870251884588,0.0849459791984949,0.5858319341168945,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,545.0,4.0,exploratory_rna_evidence
ZBED2_3,ZBED2,282.0,dfi_top400,True,282.0,-0.2818082083328235,0.7544183618140579,0.0013717797633268,0.0240984228851898,0.571311840736889,319.0,-0.2562777484244578,0.7739269819376218,0.0062231429576326,0.0971179145621652,0.5630446949708163,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,601.0,4.0,exploratory_rna_evidence
GAB2_3,GAB2,289.0,dfi_top400,True,289.0,-0.2545634900412754,0.7752548305670246,0.0014013583800873,0.0242449546727907,0.5849799435447928,289.0,-0.2474688012849101,0.7807745795946005,0.0052991329870934,0.0905131297245226,0.5704805309026945,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,578.0,4.0,exploratory_rna_evidence
UBA7_3,UBA7,291.0,dfi_top400,True,291.0,-0.2517338263534733,0.7774516476708416,0.0014277771793526,0.0245124905856353,0.601099390878027,232.0,-0.2476500213520832,0.7806331003926619,0.0039735844944274,0.0842142486875269,0.5991045014791717,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,523.0,4.0,exploratory_rna_evidence
PIK3CG_3,PIK3CG,294.0,dfi_top400,True,294.0,-0.2518658204638634,0.7773490354044924,0.0014423289690773,0.0245294042360085,0.5897340662605853,240.0,-0.2435608768559025,0.7838317573668615,0.0040864952852512,0.0842142486875269,0.5875909490685216,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,534.0,4.0,exploratory_rna_evidence
SH3D19_3,SH3D19,298.0,dfi_top400,True,298.0,-0.2589210953345511,0.77188392588385,0.0014709339869391,0.0246801004519989,0.5781458921408409,118.0,-0.2858351657005014,0.7513864600005187,0.0016632650397588,0.0687746935736468,0.5730390981050612,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,416.0,4.0,exploratory_rna_evidence
CEP72_3,CEP72,301.0,dfi_top400,True,301.0,0.2691360585453883,1.3088332068747863,0.001516118888502,0.0251846991445518,0.5821571831822909,350.0,0.2430841915628689,1.2751759786577992,0.0068999680586962,0.0982775333921948,0.583033501239306,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,651.0,4.0,exploratory_rna_evidence
FERMT3_3,FERMT3,305.0,dfi_top400,True,305.0,-0.2431581588206701,0.7841474841223033,0.0016002864760961,0.0260254089303956,0.5929282424602585,224.0,-0.2435996753377171,0.7838013464746296,0.0037681193137265,0.0837291957547359,0.6021428000319821,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,529.0,4.0,exploratory_rna_evidence
DOCK2_3,DOCK2,307.0,dfi_top400,True,307.0,-0.2635930673404855,0.7682861167662393,0.0016017912662903,0.0260254089303956,0.5953053038181548,231.0,-0.2617684625349348,0.769689214967525,0.0039079542639313,0.0842142486875269,0.6059006956104581,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,538.0,4.0,exploratory_rna_evidence
DRAM1_3,DRAM1,312.0,dfi_top400,True,312.0,-0.2575592409727512,0.7729358354863817,0.0016310013600042,0.0261378423077608,0.5988708958549993,302.0,-0.2465517550278786,0.7814909144062805,0.0055269991446614,0.0915066083553214,0.598544814903654,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,614.0,4.0,exploratory_rna_evidence
CDCA2_3,CDCA2,313.0,dfi_top400,True,313.0,0.2841769692319609,1.3286680433114926,0.0016363257599265,0.0261393891362066,0.5861684742237409,209.0,0.2699494334265753,1.309898211994413,0.0035559662240753,0.0831254648485066,0.5981450387782842,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,522.0,4.0,exploratory_rna_evidence
MYO1G_3,MYO1G,314.0,dfi_top400,True,314.0,-0.260339124824109,0.7707901474027831,0.001680439873818,0.0267585967168483,0.5946367553112465,346.0,-0.242921563657062,0.7843330315735513,0.0068511394795167,0.0982775333921948,0.6040617254337571,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,660.0,4.0,exploratory_rna_evidence
LOC488622_3,LOC488622,315.0,dfi_top400,True,315.0,-0.2620388422274035,0.7694811347658838,0.0016903999674519,0.0268317455151108,0.5984994800178279,323.0,-0.2485114955911903,0.7799608946720075,0.0062738172807158,0.0971179145621652,0.5951866954505477,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,638.0,4.0,exploratory_rna_evidence
PTAFR_3,PTAFR,316.0,dfi_top400,True,316.0,-0.2566263386642107,0.7736572455619023,0.0017555500064672,0.0277776899757468,0.5831971475263705,281.0,-0.2504672290184799,0.7784369897399577,0.0049517823652315,0.0879284186972097,0.5921483968977372,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,597.0,4.0,exploratory_rna_evidence
TIMD4_3,TIMD4,318.0,dfi_top400,True,318.0,-0.2589506698722752,0.7718610981111274,0.0018327514196499,0.028660722510338,0.6030307532313178,251.0,-0.2654956443647558,0.7668257828917623,0.0042275552841138,0.0842142486875269,0.6024626209322779,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,569.0,4.0,exploratory_rna_evidence
DAPP1_3,DAPP1,320.0,dfi_top400,True,320.0,-0.249777808186312,0.7789738454557077,0.0018342862406616,0.028660722510338,0.6032536027336206,328.0,-0.2425936881645876,0.7845902373159679,0.0064188015789519,0.0976073458336615,0.6112576956904133,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,648.0,4.0,exploratory_rna_evidence
VAV1_3,VAV1,331.0,dfi_top400,True,331.0,-0.256676571495523,0.7736183835440752,0.0019242286283185,0.0288864947145514,0.5958995691576289,151.0,-0.2759878245071275,0.7588221697389159,0.0023130261481519,0.0756453002193586,0.5999840089549852,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,482.0,4.0,exploratory_rna_evidence
PTPRO_3,PTPRO,333.0,dfi_top400,True,333.0,-0.2687034356357221,0.7643699069137105,0.0019272069840549,0.0288864947145514,0.5889540930025257,277.0,-0.2699949145694691,0.7633833764601115,0.004865300719202,0.0875491520256395,0.6103781882145998,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,610.0,4.0,exploratory_rna_evidence
PARVG_3,PARVG,339.0,dfi_top400,True,339.0,-0.2566272546359624,0.7736565369140445,0.001961606012343,0.0289322420699563,0.5880255534095974,146.0,-0.279740962138484,0.7559795434188468,0.0022378329391826,0.0756453002193586,0.5999840089549852,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,485.0,4.0,exploratory_rna_evidence
CASP8_3,CASP8,340.0,dfi_top400,True,340.0,-0.2468159397277514,0.7812844837327181,0.0019725926360142,0.0290087152355032,0.567597682365176,153.0,-0.2664153172281526,0.7661208782188171,0.0023384989382253,0.0756453002193586,0.5769569041336852,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,493.0,4.0,exploratory_rna_evidence
TNFSF8_3,TNFSF8,342.0,dfi_top400,True,342.0,-0.266768054087149,0.7658506868026599,0.0020098348796831,0.0293835508725613,0.5947110384786807,293.0,-0.2645536960231867,0.767548433462551,0.0053374703402528,0.0905131297245226,0.6124170464539858,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,635.0,4.0,exploratory_rna_evidence
CXCL14_3,CXCL14,344.0,dfi_top400,True,344.0,-0.251449939215783,0.7776723875249117,0.0020283726805807,0.029482161054952,0.5808943693359084,119.0,-0.2728956255494451,0.7611722304162909,0.0016898097804076,0.0687746935736468,0.5775165907092028,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,463.0,4.0,exploratory_rna_evidence
MTURN_3,MTURN,347.0,dfi_top400,True,347.0,-0.2909054846648503,0.7475863330518681,0.0020679703423187,0.0297934880175822,0.5849799435447928,194.0,-0.3026426279621551,0.7388630982053299,0.0031938790208662,0.0819379622111498,0.5996641880546894,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,541.0,4.0,exploratory_rna_evidence
LGR4_3,LGR4,350.0,dfi_top400,True,350.0,0.2726055751999677,1.313382112172313,0.0021137788402048,0.030196840574355,0.577031644629327,166.0,0.2892382826042672,1.3354098955678475,0.0026524855062951,0.0789676472281004,0.5920684416726633,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,516.0,4.0,exploratory_rna_evidence
IRF5_3,IRF5,351.0,dfi_top400,True,351.0,-0.2459510371404859,0.7819605110108176,0.0021316418624462,0.0302351538800709,0.5868370227306492,238.0,-0.2547625447135099,0.7751005278286779,0.0040680485259901,0.0842142486875269,0.5851922923163029,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,589.0,4.0,exploratory_rna_evidence
CLEC12A_3,CLEC12A,353.0,dfi_top400,True,353.0,-0.2628120460729832,0.768886398949022,0.002134601863933,0.0302351538800709,0.596196701827366,264.0,-0.2673344028285348,0.7654170710305633,0.0045217319153952,0.0849459791984949,0.6066202926361238,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,617.0,4.0,exploratory_rna_evidence
GIMAP6_3,GIMAP6,357.0,dfi_top400,True,357.0,-0.2649035047396486,0.7672799852857126,0.002221981988037,0.0311201959108836,0.5872827217352548,128.0,-0.3032518941900097,0.7384130709797015,0.0017677740771786,0.0690536748897905,0.6126169345166707,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,485.0,4.0,exploratory_rna_evidence
CSF2RB_3,CSF2RB,358.0,dfi_top400,True,358.0,-0.2434066260646653,0.7839526733610863,0.0022723128261837,0.0317362126561974,0.5808943693359084,141.0,-0.2707074662662444,0.7628396200901936,0.0022022317723342,0.0756453002193586,0.58695130726793,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,499.0,4.0,exploratory_rna_evidence
C3AR1_3,C3AR1,360.0,dfi_top400,True,360.0,-0.2530720825351492,0.7764119140675272,0.0023443896909894,0.032560967930409,0.5919625612836131,88.0,-0.2982746482359996,0.7420974959881783,0.0011344428370021,0.0633337040934449,0.6083793075877508,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,448.0,4.0,exploratory_rna_evidence
NFAM1_3,NFAM1,363.0,dfi_top400,True,363.0,-0.2370719583572134,0.7889345155433197,0.0023972552178134,0.0329777948495475,0.5935967909671669,233.0,-0.2457870329658532,0.7820887663159366,0.0039814725947197,0.0842142486875269,0.5973454865275446,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,596.0,4.0,exploratory_rna_evidence
MARCHF1_3,MARCHF1,370.0,dfi_top400,True,370.0,-0.2517161505026276,0.7774653899116583,0.0024546152548492,0.0331704764168824,0.5883969692467687,144.0,-0.2757134283458416,0.7590304161990988,0.0022170968375364,0.0756453002193586,0.6010234268809467,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,514.0,4.0,exploratory_rna_evidence
GLT1D1_3,GLT1D1,369.0,dfi_top400,True,369.0,-0.2817290390374443,0.7544780909485094,0.0024521546221853,0.0331704764168824,0.5726489377507057,197.0,-0.2934618421080269,0.7456776758094448,0.0033011072504721,0.0831254648485066,0.588790277444631,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,566.0,4.0,exploratory_rna_evidence
RNF213_3,RNF213,367.0,dfi_top400,True,367.0,-0.2538969434130891,0.7757717463154107,0.0024369653136508,0.0331704764168824,0.5911454464418363,355.0,-0.2451147785242738,0.7826147057255468,0.0069912706422273,0.0982775333921948,0.5971855760773966,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,722.0,4.0,exploratory_rna_evidence
LCP1_3,LCP1,374.0,dfi_top400,True,374.0,-0.2387639134442379,0.7876008023859673,0.0025260269999375,0.0334654485353363,0.5845342445401872,205.0,-0.2510394891075758,0.7779916487564424,0.0034564545233939,0.0831254648485066,0.5911089789717758,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,579.0,4.0,exploratory_rna_evidence
SFRP4_3,SFRP4,382.0,dfi_top400,True,382.0,-0.2191443462344686,0.803205770057081,0.0025633049201426,0.0334654485353363,0.595082454315852,295.0,-0.2274130012337491,0.7965917209798944,0.0053552488471959,0.0905131297245226,0.5847925161909331,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,677.0,4.0,exploratory_rna_evidence
SP100_3,SP100,388.0,dfi_top400,True,388.0,-0.2273645145264933,0.796630346025865,0.0027192921469938,0.0350424245746631,0.5956024364878918,356.0,-0.2263489681106717,0.7974397720537912,0.0070172436716302,0.0982775333921948,0.5860717997921164,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,744.0,4.0,exploratory_rna_evidence
SLC8A1_3,SLC8A1,398.0,dfi_top400,True,398.0,-0.2386303305387949,0.7877060194169212,0.0029219509446399,0.0367079264402002,0.5800029713266974,282.0,-0.2441703577434607,0.7833541724459099,0.0049723330663923,0.0879284186972097,0.5904693371711841,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,680.0,4.0,exploratory_rna_evidence
IL18_3,IL18,436.0,os_top200,True,403.0,-0.2493572258495976,0.7793015370016764,0.0029830100219937,0.0370055392384855,0.599390878027039,192.0,-0.269491866026038,0.7637674919619909,0.0031647405220235,0.0819379622111498,0.6098185016390821,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,595.0,4.0,exploratory_rna_evidence
PSMB8_3,PSMB8,453.0,dfi_os_top500_same_direction,True,405.0,-0.2506875372609489,0.7782655125444886,0.0030108526131262,0.0370940652911242,0.5969395335017085,321.0,-0.2540191152565427,0.7756769746403971,0.0062378521966208,0.0971179145621652,0.6047813224594227,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,726.0,4.0,exploratory_rna_evidence
TMEM144_3,TMEM144,452.0,dfi_os_top500_same_direction,True,415.0,-0.2372633870537681,0.7887835052916512,0.0032176438750845,0.0387667936757175,0.5823800326845937,309.0,-0.2446297850003359,0.782994360847258,0.0058764187684126,0.0949480379627718,0.5932677700487727,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,724.0,4.0,exploratory_rna_evidence
DOK2_3,DOK2,444.0,dfi_os_top500_same_direction,True,419.0,-0.2598630720022761,0.7711571715820118,0.0032678444762543,0.0388723351508713,0.5837171296984104,265.0,-0.2805671926418079,0.7553551880264386,0.0045266044052996,0.0849459791984949,0.6009434716558727,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,True,True,684.0,4.0,exploratory_rna_evidence
